"ShaderTypeName","ShaderType","Frequency","NumShaders","ShadersSize"
"FShaderDrawDebugCopyCS","Global","SF_Compute","1","878"
"FShaderDrawDebugPS","Global","SF_Pixel","1","1293"
"FShaderDrawDebugVS","Global","SF_Vertex","2","3387"
"FShaderDrawSymbolsPS","Global","SF_Pixel","1","1848"
"FShaderDrawSymbolsVS","Global","SF_Vertex","1","1975"
"FShaderPrintClearCounterCS","Global","SF_Compute","1","398"
"FShaderPrintCopyCS","Global","SF_Compute","1","214"
"FShaderPrintUploadCS","Global","SF_Compute","1","214"
"FShaderZoomCS","Global","SF_Compute","1","1713"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor >","Global","SF_Compute","4","11599"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Roughness >","Global","SF_Compute","4","21257"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular >","Global","SF_Compute","4","27563"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_Mask_YCoCg >","Global","SF_Compute","4","31470"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_YCoCg >","Global","SF_Compute","4","30535"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::Displacement >","Global","SF_Compute","4","10566"
"FShader_VirtualTextureCompress_CS< ERuntimeVirtualTextureMaterialType::Mask4 >","Global","SF_Compute","4","16318"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor >","Global","SF_Pixel","1","596"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular >","Global","SF_Pixel","1","778"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_Mask_YCoCg >","Global","SF_Pixel","1","945"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::BaseColor_Normal_Specular_YCoCg >","Global","SF_Pixel","1","941"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::Mask4 >","Global","SF_Pixel","1","643"
"FShader_VirtualTextureCopy_PS< ERuntimeVirtualTextureMaterialType::WorldHeight >","Global","SF_Pixel","1","588"
"FShader_VirtualTextureCopy_VS","Global","SF_Vertex","1","514"
"FShadowProjectionNoTransformVS","Global","SF_Vertex","1","354"
"FShadowProjectionPS1falsefalsefalse","Global","SF_Pixel","1","2685"
"FShadowProjectionPS1truefalsefalse","Global","SF_Pixel","1","2785"
"FShadowProjectionPS2falsefalsefalse","Global","SF_Pixel","1","2685"
"FShadowProjectionPS2truefalsefalse","Global","SF_Pixel","1","2785"
"FShadowProjectionPS3falsefalsefalse","Global","SF_Pixel","1","2685"
"FShadowProjectionPS3truefalsefalse","Global","SF_Pixel","1","2785"
"FShadowProjectionPS4falsefalsefalse","Global","SF_Pixel","1","2685"
"FShadowProjectionPS4truefalsefalse","Global","SF_Pixel","1","2785"
"FShadowProjectionPS5falsefalsefalse","Global","SF_Pixel","1","2685"
"FShadowProjectionPS5truefalsefalse","Global","SF_Pixel","1","2785"
"FShadowVolumeBoundProjectionVS","Global","SF_Vertex","1","994"
"FSimpleElementAlphaOnlyPS","Global","SF_Pixel","1","591"
"FSimpleElementDistanceFieldGammaPS","Global","SF_Pixel","1","1365"
"FSimpleElementGammaAlphaOnlyPS","Global","SF_Pixel","1","1043"
"FSimpleElementGammaPS_Linear","Global","SF_Pixel","1","1115"
"FSimpleElementGammaPS_SRGB","Global","SF_Pixel","1","1115"
"FSimpleElementMaskedGammaPS_Linear","Global","SF_Pixel","1","1187"
"FSimpleElementMaskedGammaPS_SRGB","Global","SF_Pixel","1","1187"
"FSimpleElementPS","Global","SF_Pixel","1","751"
"FSimpleElementVS","Global","SF_Vertex","1","950"
"FSimulationShaderDefaultCS","Global","SF_Compute","1","38656"
"FSkinUpdateCS","Global","SF_Compute","18","40227"
"FSkinnedMeshDrawLinePS","Global","SF_Pixel","1","339"
"FSkinnedMeshDrawLineVS","Global","SF_Vertex","1","3317"
"FSlateDebugBatchingPS","Global","SF_Pixel","1","471"
"FSlateDebugOverdrawPS","Global","SF_Pixel","1","324"
"FSlateElementVS","Global","SF_Vertex","1","1329"
"FSlateMaskingPS","Global","SF_Pixel","1","322"
"FSlateMaskingVS","Global","SF_Vertex","1","656"
"FSlatePostProcessBlurPS","Global","SF_Pixel","1","1526"
"FSlatePostProcessColorDeficiencyPS","Global","SF_Pixel","1","3962"
"FSlatePostProcessDirectResamplePS","Global","SF_Pixel","1","715"
"FSlatePostProcessOptimizedKawaseUpsamplePS","Global","SF_Pixel","1","1193"
"FSlatePostProcessResample2x2PS","Global","SF_Pixel","1","946"
"FSlatePostProcessUpsamplePS","Global","SF_Pixel","3","4327"
"FSparseVolumeTextureUpdateFromSparseBufferCS","Global","SF_Compute","3","5613"
"FSparseVolumeTextureUpdatePageTableCS","Global","SF_Compute","1","873"
"FSpecularProfileConvolveCS","Global","SF_Compute","4","8343"
"FSpecularProfileCopyCS","Global","SF_Compute","4","4117"
"FStereoLayerPS","Global","SF_Pixel","1","723"
"FStereoLayerPS_External","Global","SF_Pixel","1","738"
"FStereoLayerVS","Global","SF_Vertex","1","870"
"FTemporalAACS","Global","SF_Compute","19","92650"
"FTemporalAAPS","Global","SF_Pixel","17","75630"
"FTemporalUpsampleDepthPS","Global","SF_Pixel","1","2760"
"FTmvStructuredBufferSwizzlePS","Global","SF_Pixel","24","71150"
"FTmvSwizzleVS","Global","SF_Vertex","1","891"
"FTmvTextureBufferSwizzlePS","Global","SF_Pixel","4","9370"
"FTmvTextureYuvConverterPS","Global","SF_Pixel","1","2073"
"FTonemapPS","Global","SF_Pixel","98","374026"
"FTonemapVS","Global","SF_Vertex","1","1815"
"FToonProfileUpdateAtlasTileCS","Global","SF_Compute","1","2338"
"FTransferVelocityPassCS","Global","SF_Compute","1","799"
"FUYVYConvertPS","Global","SF_Pixel","1","1506"
"FUpdateTexture2DSubresourceCS_Float","Global","SF_Compute","1","866"
"FUpdateTexture2DSubresourceCS_Int32","Global","SF_Compute","1","862"
"FUpdateTexture2DSubresourceCS_Uint32","Global","SF_Compute","1","856"
"FUpdateTexture3DSubresourceCS","Global","SF_Compute","1","1040"
"FUpscalePS","Global","SF_Pixel","6","5701"
"FUpscaleVS","Global","SF_Vertex","1","1301"
"FVYUConvertPS","Global","SF_Pixel","1","2414"
"FVisualizeBufferPS","Global","SF_Pixel","1","1446"
"FVisualizeComplexityApplyPS","Global","SF_Pixel","2","9814"
"FVisualizeHDRPS","Global","SF_Pixel","1","27355"
"FVisualizeLightShapePS","Global","SF_Pixel","1","2250"
"FVisualizeLightShapeVS","Global","SF_Vertex","3","4440"
"FVisualizeMotionVectorsPS","Global","SF_Pixel","1","2252"
"FVisualizeNanitePS","Global","SF_Pixel","1","1446"
"FVisualizeTexturePS","Global","SF_Pixel","6","8655"
"FVisualizeVirtualTextureApplyPS","Global","SF_Pixel","1","1510"
"FVolumetricFogFinalIntegrationCS","Global","SF_Compute","1","2033"
"FVolumetricFogLightScatteringCS","Global","SF_Compute","13","152073"
"FVolumetricFogMaterialSetupCS","Global","SF_Compute","4","17723"
"FWaterInfoFinalizePS","Global","SF_Pixel","1","1338"
"FWaterInfoMergePS","Global","SF_Pixel","1","1548"
"FWaterInfoTextureBlurPS","Global","SF_Pixel","1","1339"
"FWaterInfoTextureMergePS","Global","SF_Pixel","1","2337"
"FWaterQuadTreeBucketCountsCS","Global","SF_Compute","2","4064"
"FWaterQuadTreeBucketPrefixSumCS","Global","SF_Compute","2","2683"
"FWaterQuadTreeBuildPS","Global","SF_Pixel","1","1820"
"FWaterQuadTreeClearPerViewBuffersCS","Global","SF_Compute","1","705"
"FWaterQuadTreeDebugCS","Global","SF_Compute","2","7902"
"FWaterQuadTreeGenerateInstanceDataCS","Global","SF_Compute","2","6075"
"FWaterQuadTreeInitializeIndirectArgsCS","Global","SF_Compute","2","1905"
"FWaterQuadTreeMergePS","Global","SF_Pixel","4","8582"
"FWaterQuadTreeOcclusionQueryPS","Global","SF_Pixel","1","560"
"FWaterQuadTreeOcclusionQueryVS","Global","SF_Vertex","1","955"
"FWaterQuadTreePS","Global","SF_Pixel","2","2139"
"FWaterQuadTreeTraverseCS","Global","SF_Compute","2","15953"
"FWaterQuadTreeVS","Global","SF_Vertex","3","2894"
"FWholeSceneDirectionalShadowStencilVS","Global","SF_Vertex","1","608"
"FWriteToBoundingSphereVS","Global","SF_Vertex","1","1305"
"FXRCubemapPS","Global","SF_Pixel","1","847"
"FYCbCrConvertPS","Global","SF_Pixel","1","1417"
"FYCbCrConvertPS_4x4Matrix","Global","SF_Pixel","1","1305"
"FYCoCgConvertPS","Global","SF_Pixel","1","2336"
"FYUVConvertPS","Global","SF_Pixel","1","1515"
"FYUVScaledConvertPS","Global","SF_Pixel","1","1569"
"FYUVY416ConvertPS","Global","SF_Pixel","1","2376"
"FYUVv210ConvertPS","Global","SF_Pixel","1","3014"
"FYUVv216ConvertPS","Global","SF_Pixel","1","2960"
"FYUY2ConvertPS","Global","SF_Pixel","1","1535"
"FYVYUConvertPS","Global","SF_Pixel","1","1504"
"NiagaraComputeFreeIDsCS","Global","SF_Compute","1","1484"
"NiagaraFillIntBufferCS","Global","SF_Compute","1","615"
"PCGDilate::FPCGDilatePS","Global","SF_Pixel","1","1228"
"PCGUnwrapMesh::FPCGUnwrapMeshPS","Global","SF_Pixel","2","752"
"PCGUnwrapMesh::FPCGUnwrapMeshVS","Global","SF_Vertex","1","485"
"RenderSkyAtmosphereEditorHudPS","Global","SF_Pixel","1","13214"
"TCopyDataCS<1>","Global","SF_Compute","1","488"
"TCopyDataCS<2>","Global","SF_Compute","1","612"
"TMobileHistogramCS< false >","Global","SF_Compute","1","2986"
"TMobileHistogramCS< true >","Global","SF_Compute","1","2261"
"TModulatedShadowProjection<1>","Global","SF_Pixel","1","2898"
"TModulatedShadowProjection<2>","Global","SF_Pixel","1","2898"
"TModulatedShadowProjection<3>","Global","SF_Pixel","1","2898"
"TModulatedShadowProjection<4>","Global","SF_Pixel","1","2898"
"TModulatedShadowProjection<5>","Global","SF_Pixel","1","2898"
"TOneColorPixelShaderMRT","Global","SF_Pixel","43","39234"
"TOneColorVSfalsefalse","Global","SF_Vertex","1","867"
"TOneColorVSfalsetrue","Global","SF_Vertex","1","972"
"TOneColorVStruefalse","Global","SF_Vertex","1","501"
"TOneColorVStruetrue","Global","SF_Vertex","1","597"
"TPageTableUpdatePS<PF_R16G16B16A16_UINT>","Global","SF_Pixel","1","353"
"TPageTableUpdatePS<PF_R16G16_UINT>","Global","SF_Pixel","1","380"
"TPageTableUpdatePS<PF_R16_UINT>","Global","SF_Pixel","1","358"
"TPageTableUpdatePS<PF_R32G32B32A32_UINT>","Global","SF_Pixel","1","353"
"TPageTableUpdatePS<PF_R32G32_UINT>","Global","SF_Pixel","1","380"
"TPageTableUpdatePS<PF_R32_UINT>","Global","SF_Pixel","1","358"
"TPageTableUpdateVS<false>","Global","SF_Vertex","1","1396"
"TPageTableUpdateVS<true>","Global","SF_Vertex","1","1396"
"TParticleInjectionPS<false>","Global","SF_Pixel","1","508"
"TParticleInjectionPS<true>","Global","SF_Pixel","1","410"
"TParticleSimulationPS<PCM_DistanceField>","Global","SF_Pixel","1","6889"
"TParticleSimulationPS<PCM_None>","Global","SF_Pixel","1","3317"
"TPrefilterPlanarReflectionPS<false>","Global","SF_Pixel","1","1024"
"TScreenVSForGS<true>","Global","SF_Vertex","1","1057"
"TSlateElementPSBorderfalsefalsefalsefalseA","Global","SF_Pixel","1","1625"
"TSlateElementPSBorderfalsetruefalsefalseA","Global","SF_Pixel","1","1614"
"TSlateElementPSBordertruefalsefalsefalseA","Global","SF_Pixel","1","1656"
"TSlateElementPSBordertruetruefalsefalseA","Global","SF_Pixel","1","1642"
"TSlateElementPSColorFontfalsetruefalsefalseA","Global","SF_Pixel","1","1298"
"TSlateElementPSColorFonttruetruefalsefalseA","Global","SF_Pixel","1","1333"
"TSlateElementPSDefaultfalsefalsefalsefalseA","Global","SF_Pixel","1","1323"
"TSlateElementPSDefaultfalsefalsefalsetrueA","Global","SF_Pixel","1","3033"
"TSlateElementPSDefaultfalsefalsetruefalseA","Global","SF_Pixel","1","1341"
"TSlateElementPSDefaultfalsefalsetruetrueA","Global","SF_Pixel","1","3014"
"TSlateElementPSDefaultfalsetruefalsefalseA","Global","SF_Pixel","1","1316"
"TSlateElementPSDefaultfalsetruefalsetrueA","Global","SF_Pixel","1","3035"
"TSlateElementPSDefaultfalsetruetruefalseA","Global","SF_Pixel","1","1355"
"TSlateElementPSDefaultfalsetruetruetrueA","Global","SF_Pixel","1","3030"
"TSlateElementPSDefaulttruefalsefalsefalseA","Global","SF_Pixel","1","1361"
"TSlateElementPSDefaulttruefalsefalsetrueA","Global","SF_Pixel","1","3067"
"TSlateElementPSDefaulttruefalsetruefalseA","Global","SF_Pixel","1","1374"
"TSlateElementPSDefaulttruefalsetruetrueA","Global","SF_Pixel","1","3056"
"TSlateElementPSDefaulttruetruefalsefalseA","Global","SF_Pixel","1","1351"
"TSlateElementPSDefaulttruetruefalsetrueA","Global","SF_Pixel","1","3070"
"TSlateElementPSDefaulttruetruetruefalseA","Global","SF_Pixel","1","1388"
"TSlateElementPSDefaulttruetruetruetrueA","Global","SF_Pixel","1","3070"
"TSlateElementPSGrayscaleFontfalsetruefalsefalseA","Global","SF_Pixel","1","1323"
"TSlateElementPSGrayscaleFonttruetruefalsefalseA","Global","SF_Pixel","1","1357"
"TSlateElementPSLineSegmentfalsetruefalsefalseA","Global","SF_Pixel","1","1405"
"TSlateElementPSLineSegmenttruetruefalsefalseA","Global","SF_Pixel","1","1415"
"TSlateElementPSMsdfFontfalsetruefalsefalseA","Global","SF_Pixel","1","1544"
"TSlateElementPSMsdfFonttruetruefalsefalseA","Global","SF_Pixel","1","1557"
"TSlateElementPSRoundedBoxfalsetruefalsefalseA","Global","SF_Pixel","1","1955"
"TSlateElementPSRoundedBoxtruetruefalsefalseA","Global","SF_Pixel","1","1997"
"TSlateElementPSSdfFontfalsetruefalsefalseA","Global","SF_Pixel","1","1538"
"TSlateElementPSSdfFonttruetruefalsefalseA","Global","SF_Pixel","1","1548"
"FARKitCameraOverlayMobilePS","Material","SF_Pixel","11","16985"
"FARKitCameraOverlayMobileVS","Material","SF_Vertex","2","1664"
"FDeferredDecalPS","Material","SF_Pixel","1","1882"
"FGoogleARCoreCameraOverlayPS","Material","SF_Pixel","11","16985"
"FGoogleARCoreCameraOverlayVS","Material","SF_Vertex","2","1664"
"FGoogleARCoreCameraOverlayYCbCrConversionPS","Material","SF_Pixel","11","22355"
"FLightFunctionAtlasSlotPS","Material","SF_Pixel","2","880"
"FMobileDirectionalLightFunctionPS","Material","SF_Pixel","20","87171"
"FMobileRadialLightFunctionPS","Material","SF_Pixel","21","85274"
"FPostProcessMaterialPS","Material","SF_Pixel","11","18636"
"FPostProcessMaterialVS","Material","SF_Vertex","2","1546"
"FVolumetricFogLightFunctionPS","Material","SF_Pixel","8","11192"
"TSlateMaterialShaderPSBorder","Material","SF_Pixel","4","7663"
"TSlateMaterialShaderPSColorFont","Material","SF_Pixel","4","7520"
"TSlateMaterialShaderPSCustom","Material","SF_Pixel","4","6556"
"TSlateMaterialShaderPSDefault","Material","SF_Pixel","4","6778"
"TSlateMaterialShaderPSGrayscaleFont","Material","SF_Pixel","4","7618"
"TSlateMaterialShaderPSMsdfFont","Material","SF_Pixel","4","7990"
"TSlateMaterialShaderPSRoundedBox","Material","SF_Pixel","4","8115"
"TSlateMaterialShaderPSSdfFont","Material","SF_Pixel","4","7949"
"TSlateMaterialShaderVSfalse","Material","SF_Vertex","1","1349"
"TSlateMaterialShaderVStrue","Material","SF_Vertex","1","1349"
"FDepthOnlyPS","MeshMaterial","SF_Pixel","21","29643"
"FMeshDecalsPS","MeshMaterial","SF_Pixel","1","1058"
"FMeshDecalsVS","MeshMaterial","SF_Vertex","3","9209"
"TDepthOnlyVS<false>","MeshMaterial","SF_Vertex","40","133177"
"TDepthOnlyVS<true>","MeshMaterial","SF_Vertex","4","7357"
"TMobileBasePassPSFMobileDirectionalLightAndCSMPolicy","MeshMaterial","SF_Pixel","5","64227"
"TMobileBasePassPSFMobileDirectionalLightAndCSMPolicyLocalLights","MeshMaterial","SF_Pixel","4","62262"
"TMobileBasePassPSFMobileDirectionalLightAndCSMPolicyLocalLightsThinTranslGrey","MeshMaterial","SF_Pixel","4","62262"
"TMobileBasePassPSFMobileDirectionalLightAndCSMPolicyThinTranslGrey","MeshMaterial","SF_Pixel","4","49062"
"TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicy","MeshMaterial","SF_Pixel","111","727282"
"TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicyLocalLights","MeshMaterial","SF_Pixel","22","283645"
"TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicyLocalLightsThinTranslGrey","MeshMaterial","SF_Pixel","4","63897"
"TMobileBasePassPSFMobileDirectionalLightAndSHIndirectPolicyThinTranslGrey","MeshMaterial","SF_Pixel","4","50760"
"TMobileBasePassPSFMobileDistanceFieldShadowsAndLQLightMapPolicy","MeshMaterial","SF_Pixel","12","45089"
"TMobileBasePassPSFNoLightMapPolicy","MeshMaterial","SF_Pixel","178","716368"
"TMobileBasePassPSFNoLightMapPolicyLocalLights","MeshMaterial","SF_Pixel","22","278250"
"TMobileBasePassPSFNoLightMapPolicyLocalLightsThinTranslGrey","MeshMaterial","SF_Pixel","4","62262"
"TMobileBasePassPSFNoLightMapPolicyThinTranslGrey","MeshMaterial","SF_Pixel","4","49062"
"TMobileBasePassPSTLightMapPolicyLQ","MeshMaterial","SF_Pixel","13","45435"
"TMobileBasePassPSTLightMapPolicyLQLocalLights","MeshMaterial","SF_Pixel","1","4537"
"TMobileBasePassVSFMobileDirectionalLightAndCSMPolicy","MeshMaterial","SF_Vertex","3","15676"
"TMobileBasePassVSFMobileDirectionalLightAndSHIndirectPolicy","MeshMaterial","SF_Vertex","56","233834"
"TMobileBasePassVSFMobileDistanceFieldShadowsAndLQLightMapPolicy","MeshMaterial","SF_Vertex","12","43179"
"TMobileBasePassVSFNoLightMapPolicy","MeshMaterial","SF_Vertex","70","312224"
"TMobileBasePassVSTLightMapPolicyLQ","MeshMaterial","SF_Vertex","14","56585"
"TShadowDepthPSOutputDepth","MeshMaterial","SF_Pixel","22","28427"
"TShadowDepthVSOutputDepth","MeshMaterial","SF_Vertex","40","160938"
"TShadowDepthVSPositionOnlyOutputDepth","MeshMaterial","SF_Vertex","4","10178"
"TVelocityPS<EVelocityPassMode::Velocity_Standard>","MeshMaterial","SF_Pixel","31","44805"
"TVelocityVS<EVelocityPassMode::Velocity_Standard>","MeshMaterial","SF_Vertex","44","220094"
"TVirtualTexturePSBaseColor","MeshMaterial","SF_Pixel","10","20509"
"TVirtualTexturePSBaseColorNormalRoughness","MeshMaterial","SF_Pixel","16","38477"
"TVirtualTexturePSBaseColorNormalSpecular","MeshMaterial","SF_Pixel","16","37243"
"TVirtualTexturePSDisplacement","MeshMaterial","SF_Pixel","3","2059"
"TVirtualTexturePSMask4","MeshMaterial","SF_Pixel","3","1186"
"TVirtualTexturePSWorldHeight","MeshMaterial","SF_Pixel","4","5862"
"TVirtualTextureVSBaseColor","MeshMaterial","SF_Vertex","26","92827"
"TVirtualTextureVSBaseColorNormalRoughness","MeshMaterial","SF_Vertex","26","92827"
"TVirtualTextureVSBaseColorNormalSpecular","MeshMaterial","SF_Vertex","26","92827"
"TVirtualTextureVSDisplacement","MeshMaterial","SF_Vertex","26","92827"
"TVirtualTextureVSMask4","MeshMaterial","SF_Vertex","26","92827"
"TVirtualTextureVSWorldHeight","MeshMaterial","SF_Vertex","26","92827"
"FComputeKernelShader","ComputeKernel","SF_Compute","49","180149"
